Full_Filepath,Filepath,Filename,Extension,Alt_Data_Stream,Directory_Depth,Filename_Length,Is_Common_Extension,Contains_Double_Ext,Contains_ADS,Is_Malicious
\program files\gimp 2\share\gimp\<version>\icons\symbolic-inverted\scalable\apps\media-playback-start.svg,\program files\gimp 2\share\gimp\<version>\icons\symbolic-inverted\scalable\apps,media-playback-start,svg,,9,20,0,0,0,0
\windows\system32\kbdurdu.dll,\windows\system32,kbdurdu,dll,,2,7,1,0,0,0
\windows\system32\netx.exe,\windows\system32,netx,exe,,2,4,1,0,0,1
\program files\itunes\itunes.resources\ms.lproj\printingtemplates\04.playlist.custom.xml,\program files\itunes\itunes.resources\ms.lproj\printingtemplates,04.playlist.custom,xml,,5,18,0,0,0,0
\program files\libreoffice\help\media\icon-themes\cmd\32\cone.svg,\program files\libreoffice\help\media\icon-themes\cmd\32,cone,svg,,7,4,0,0,0,0
\windows\winsxs\manifests\amd64_microsoft-windows-w..eshooter-deployment_31bf3856ad364e35_10.0.16299.15_none_9ea10e0e51b61cef.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-w..eshooter-deployment_31bf3856ad364e35_10.0.16299.15_none_9ea10e0e51b61cef,manifest,,3,99,0,0,0,0
\system32\khlp894u.dll,\system32,khlp894u,dll,,1,8,1,0,0,1
\program files\libreoffice\help\polyfills.js,\program files\libreoffice\help,polyfills,js,,3,9,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-p..ne-client-overrides_31bf3856ad364e35_<version>_none_5fe52cac391f412a\power.energyestimationengine.mbb.ppkg,\windows\winsxs\amd64_microsoft-windows-p..ne-client-overrides_31bf3856ad364e35_<version>_none_5fe52cac391f412a,power.energyestimationengine.mbb,ppkg,,3,32,0,0,0,0
\program files\python313\lib\test\archivetestdata\exe_with_zip,\program files\python313\lib\test\archivetestdata,exe_with_zip,,,5,12,0,0,0,0
\programdata\realtek\rtlupd.exe,\programdata\realtek,rtlupd,exe,,2,6,1,0,0,1
\program files\python313\lib\test\pickletester.py,\program files\python313\lib\test,pickletester,py,,4,12,0,0,0,0
\program files (x86)\gretech\gomplayer\skins\basic\main_rgn_lb.bmp,\program files (x86)\gretech\gomplayer\skins\basic,main_rgn_lb,bmp,,5,11,1,0,0,0
\users\<username>\appdata\roaming\xqz9r.vbs:bin,\users\<username>\appdata\roaming,xqz9r,vbs,bin,4,5,0,0,1,1
\program files\libreoffice\help\media\icon-themes\svx\res\symphony\line8.svg,\program files\libreoffice\help\media\icon-themes\svx\res\symphony,line8,svg,,8,5,0,0,0,0
\program files\blender foundation\blender <version>\<version>\python\lib\site-packages\pkg_resources\_vendor\pyparsing\unicode.py,\program files\blender foundation\blender <version>\<version>\python\lib\site-packages\pkg_resources\_vendor\pyparsing,unicode,py,,10,7,0,0,0,0
\program files\python313\lib\test\xmltestdata\c14n-20\inc14n5.xml,\program files\python313\lib\test\xmltestdata\c14n-20,inc14n5,xml,,6,7,0,0,0,0
\users\<username>\downloads\logo.png:zone.identifier,\users\<username>\downloads,logo,png,zone.identifier,3,4,1,0,1,0
\users\<username>\downloads\report_2020.docx:zone.identifier,\users\<username>\downloads,report_2020,docx,zone.identifier,3,11,1,0,1,0
\program files\microsoft office\root\clipart\pub60cor\ph02746g.gif,\program files\microsoft office\root\clipart\pub60cor,ph02746g,gif,,5,8,1,0,0,0
\python27\lib\test\test_pep277.py,\python27\lib\test,test_pep277,py,,3,11,0,0,0,0
\program files\inkscape\share\inkscape\extensions\other\clipart\sources\inkscape-web.py,\program files\inkscape\share\inkscape\extensions\other\clipart\sources,inkscape-web,py,,8,12,0,0,0,0
\windows\syswow64\sr-latn-rs\licenses\oem\professional\license.rtf,\windows\syswow64\sr-latn-rs\licenses\oem\professional,license,rtf,,6,7,1,0,0,0
\program files\itunes\itunes.resources\zh_tw.lproj\storerentbutton.png,\program files\itunes\itunes.resources\zh_tw.lproj,storerentbutton,png,,4,15,1,0,0,0
\program files\libreoffice\help\media\icon-themes\vcl\res\spinner-64-10.svg,\program files\libreoffice\help\media\icon-themes\vcl\res,spinner-64-10,svg,,7,13,0,0,0,0
\program files\inkscape\lib\python<version>\site-packages\numpy\lib\tests\test_mixins.py,\program files\inkscape\lib\python<version>\site-packages\numpy\lib\tests,test_mixins,py,,8,11,0,0,0,0
\program files\itunes\itunes.resources\it.lproj\storebuybutton@2x.png,\program files\itunes\itunes.resources\it.lproj,storebuybutton@2x,png,,4,17,1,0,0,0
\users\<username>\appdata\roaming\kx87tm.tmp:bin,\users\<username>\appdata\roaming,kx87tm,tmp,bin,4,6,1,0,1,1
\program files (x86)\python313-32\tcl\tcl<version>\tzdata\america\argentina\jujuy,\program files (x86)\python313-32\tcl\tcl<version>\tzdata\america\argentina,jujuy,,,7,5,0,0,0,0
\windows\syswow64\wbem\en-us\vss.mfl,\windows\syswow64\wbem\en-us,vss,mfl,,4,3,0,0,0,0
\users\<username>\appdata\roaming\d5rz.dll:bin,\users\<username>\appdata\roaming,d5rz,dll,bin,4,4,1,0,1,1
\windows\syswow64\en-us\w32tm.exe.mui,\windows\syswow64\en-us,w32tm.exe,mui,,3,9,1,1,0,0
\program files\krita (x64)\lib\site-packages\pyqt5\bindings\qtwidgets\qmdiarea.sip,\program files\krita (x64)\lib\site-packages\pyqt5\bindings\qtwidgets,qmdiarea,sip,,7,8,0,0,0,0
\inetpub\wwwroot\aspnet_client\httpproxy.aspx,\inetpub\wwwroot\aspnet_client,httpproxy,aspx,,3,9,1,0,0,1
\windows\winsxs\amd64_microsoft-windows-s..okerplugin.appxmain_31bf3856ad364e35_<version>_none_d081f9868ac0a804\passwordexpiry.contrast-white_scale-150.png,\windows\winsxs\amd64_microsoft-windows-s..okerplugin.appxmain_31bf3856ad364e35_<version>_none_d081f9868ac0a804,passwordexpiry.contrast-white_scale-150,png,,3,39,1,0,0,0
\rsr\yfoye.exe,\rsr,yfoye,exe,,1,5,1,0,0,1
\windows\winsxs\amd64_microsoft-windows-c..ellcore-cellularapi_31bf3856ad364e35_<version>_none_fa12ebf2858712ef\cellularapi.dll,\windows\winsxs\amd64_microsoft-windows-c..ellcore-cellularapi_31bf3856ad364e35_<version>_none_fa12ebf2858712ef,cellularapi,dll,,3,11,1,0,0,0
\program files\filezilla ftp client\locales\sk_sk\filezilla.mo,\program files\filezilla ftp client\locales\sk_sk,filezilla,mo,,4,9,0,0,0,0
\program files (x86)\mediamonkey\typescript\tsconfig.json,\program files (x86)\mediamonkey\typescript,tsconfig,json,,3,8,0,0,0,0
\windows\servicing\lcu\package_for_rollupfix~31bf3856ad364e35~amd64~~<version>\microsoft-windows-editionpack-core-wow64-package~31bf3856ad364e35~amd64~fr-fr~10.0.19041.3636.cat,\windows\servicing\lcu\package_for_rollupfix~31bf3856ad364e35~amd64~~<version>,microsoft-windows-editionpack-core-wow64-package~31bf3856ad364e35~amd64~fr-fr~10.0.19041.3636,cat,,4,93,0,0,0,0
\users\<username>\documents\project_proposal.docx:zone.identifier,\users\<username>\documents,project_proposal,docx,zone.identifier,3,16,1,0,1,0
\program files\microsoft vs code\resources\app\extensions\markdown-language-features\media\highlight.css,\program files\microsoft vs code\resources\app\extensions\markdown-language-features\media,highlight,css,,7,9,0,0,0,0
\program files\inkscape\share\inkscape\extensions\alphabet_soup\chook.svg,\program files\inkscape\share\inkscape\extensions\alphabet_soup,chook,svg,,6,5,0,0,0,0
\program files\microsoft office\root\office16\accmonaco\monaco.html,\program files\microsoft office\root\office16\accmonaco,monaco,html,,5,6,1,0,0,0
\netflow\jspui\networksnapshot.jsp,\netflow\jspui,networksnapshot,jsp,,2,15,0,0,0,1
\jbossaxx\jbossaxx.jsp,\jbossaxx,jbossaxx,jsp,,1,8,0,0,0,1
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_4_for_kb5020373~31bf3856ad364e35~amd64~~20348.1300.1.0.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_4_for_kb5020373~31bf3856ad364e35~amd64~~20348.1300.1.0,cat,,4,62,0,0,0,0
\windows\winsxs\manifests\wow64_microsoft-windows-a..face-winnt-provider_31bf3856ad364e35_10.0.22621.1_none_a68d0f468edb6da8.manifest,\windows\winsxs\manifests,wow64_microsoft-windows-a..face-winnt-provider_31bf3856ad364e35_10.0.22621.1_none_a68d0f468edb6da8,manifest,,3,98,0,0,0,0
\windows\syswow64\en-us\dismapi.dll.mui,\windows\syswow64\en-us,dismapi.dll,mui,,3,11,1,1,0,0
\program files\itunes\itunes.resources\pl.lproj\printingtemplates\12.insert.mosaicbw.xml,\program files\itunes\itunes.resources\pl.lproj\printingtemplates,12.insert.mosaicbw,xml,,5,18,0,0,0,0
\program files\zoom\resources\emojis\1f385-1f3ff.svg,\program files\zoom\resources\emojis,1f385-1f3ff,svg,,4,11,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-ethernet-client-intel-e2f68-fod-package~31bf3856ad364e35~amd64~~10.0.22621.819.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-ethernet-client-intel-e2f68-fod-package~31bf3856ad364e35~amd64~~10.0.22621.819,cat,,4,96,0,0,0,0
\program files (x86)\aimp\langs\italian.lng,\program files (x86)\aimp\langs,italian,lng,,3,7,0,0,0,0
\windows\syswow64\en-us\wcnwiz.dll.mui,\windows\syswow64\en-us,wcnwiz.dll,mui,,3,10,1,1,0,0
\program files\inkscape\lib\python<version>\site-packages\bs4\tests\fuzz\crash-ffbdfa8a2b26f13537b68d3794b0478a4090ee4a.testcase,\program files\inkscape\lib\python<version>\site-packages\bs4\tests\fuzz,crash-ffbdfa8a2b26f13537b68d3794b0478a4090ee4a,testcase,,8,46,0,0,0,0
\program files\microsoft office\root\licenses16\visiostd2021vl_kms_client_ae-ppd.xrm-ms,\program files\microsoft office\root\licenses16,visiostd2021vl_kms_client_ae-ppd,xrm-ms,,4,32,0,0,0,0
\temp\temp56273.pdf,\temp,temp56273,pdf,,1,9,1,0,0,1
\program files (x86)\openoffice 4\program\libxmlsec.dll,\program files (x86)\openoffice 4\program,libxmlsec,dll,,3,9,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-hyperv-optionalfeature-virtualmachineplatform-disabled-package~31bf3856ad364e35~amd64~~10.0.19041.329.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-hyperv-optionalfeature-virtualmachineplatform-disabled-package~31bf3856ad364e35~amd64~~10.0.19041.329,cat,,4,119,0,0,0,0
\msptermsizes\msptermsizes.exe,\msptermsizes,msptermsizes,exe,,1,12,1,0,0,1
\program files\python313\lib\site-packages\pip\_internal\utils\__pycache__\filesystem.cpython-313.pyc,\program files\python313\lib\site-packages\pip\_internal\utils\__pycache__,filesystem.cpython-313,pyc,,8,22,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\hyperv-integrationcomponents-virtualdevice-server-package~31bf3856ad364e35~amd64~en-us~10.0.22621.1.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},hyperv-integrationcomponents-virtualdevice-server-package~31bf3856ad364e35~amd64~en-us~10.0.22621.1,cat,,4,99,0,0,0,0
\windows\syswow64\pnrpnsp.dll,\windows\syswow64,pnrpnsp,dll,,2,7,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1313_for_kb4530715~31bf3856ad364e35~amd64~~10.0.1.4.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1313_for_kb4530715~31bf3856ad364e35~amd64~~10.0.1.4,cat,,4,59,0,0,0,0
\program files (x86)\microsoft\edge\application\<version>\resiliencylinks\locales\pt-pt.pak.data,\program files (x86)\microsoft\edge\application\<version>\resiliencylinks\locales,pt-pt.pak,data,,7,9,0,0,0,0
\windows\syswow64\shell32.dll,\windows\syswow64,shell32,dll,,2,7,1,0,0,0
\users\<username>\desktop\invoice_05_2022.pdf:zone.identifier,\users\<username>\desktop,invoice_05_2022,pdf,zone.identifier,3,15,1,0,1,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_3135_for_kb5005030~31bf3856ad364e35~amd64~~10.0.1.3.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_3135_for_kb5005030~31bf3856ad364e35~amd64~~10.0.1.3,cat,,4,59,0,0,0,0
\users\<username>\desktop\resume.docx:zone.identifier,\users\<username>\desktop,resume,docx,zone.identifier,3,6,1,0,1,0
\windows\syswow64\windows.devices.smartcards.dll,\windows\syswow64,windows.devices.smartcards,dll,,2,26,1,0,0,0
\program files\audacity\languages\af\audacity.mo,\program files\audacity\languages\af,audacity,mo,,4,8,0,0,0,0
\program files\libreoffice\help\media\icon-themes\sd\res\placeholder_image_large.svg,\program files\libreoffice\help\media\icon-themes\sd\res,placeholder_image_large,svg,,7,23,0,0,0,0
\ikarus\ikarus.jsp,\ikarus,ikarus,jsp,,1,6,0,0,0,1
\windows\syswow64\ntdll.dll,\windows\syswow64,ntdll,dll,,2,5,1,0,0,0
\windows\winsxs\manifests\x86_microsoft.transactions.bridge.dtc_b03f5f7f11d50a3a_10.0.10240.16384_none_bd2c77db07fb9899.manifest,\windows\winsxs\manifests,x86_microsoft.transactions.bridge.dtc_b03f5f7f11d50a3a_10.0.10240.16384_none_bd2c77db07fb9899,manifest,,3,93,0,0,0,0
\roaming\dell\impku.dat,\roaming\dell,impku,dat,,2,5,0,0,0,1
\program files\inkscape\lib\python<version>\site-packages\numpy\fft\tests\__pycache__\test_pocketfft.cpython-311.pyc,\program files\inkscape\lib\python<version>\site-packages\numpy\fft\tests\__pycache__,test_pocketfft.cpython-311,pyc,,9,26,0,0,0,0
\windows\system32\rrasrv.exe,\windows\system32,rrasrv,exe,,2,6,1,0,0,1
\program files\microsoft office\root\office16\sdxs\fa000000129\offlinefiles\powerpoint-copilot-strings.min_a447b3ae0ced56c044f739ca7f7369aa.js,\program files\microsoft office\root\office16\sdxs\fa000000129\offlinefiles,powerpoint-copilot-strings.min_a447b3ae0ced56c044f739ca7f7369aa,js,,7,63,0,0,0,0
\jbot\jbot.jsp,\jbot,jbot,jsp,,1,4,0,0,0,1
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-multimedia-restrictedcodecs-wow64-merged-package~31bf3856ad364e35~amd64~~10.0.22000.708.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-multimedia-restrictedcodecs-wow64-merged-package~31bf3856ad364e35~amd64~~10.0.22000.708,cat,,4,105,0,0,0,0
\program files\gimp 2\lib\python<version>\site-packages\pkg_resources\_vendor\packaging\_structures.pyo,\program files\gimp 2\lib\python<version>\site-packages\pkg_resources\_vendor\packaging,_structures,pyo,,8,11,0,0,0,0
\program files (x86)\amazon corretto\jdk<version>_442\include\win32\jawt_md.h,\program files (x86)\amazon corretto\jdk<version>_442\include\win32,jawt_md,h,,5,7,0,0,0,0
\windows\winsxs\x86_microsoft-windows-s..-csvlk-pack-license_31bf3856ad364e35_<version>_none_5a5314623e365b61\r\defaultppd-csvlk-pack-ppdlic.xrm-ms,\windows\winsxs\x86_microsoft-windows-s..-csvlk-pack-license_31bf3856ad364e35_<version>_none_5a5314623e365b61\r,defaultppd-csvlk-pack-ppdlic,xrm-ms,,4,28,0,0,0,0
\program files\gimp 2\32\bin\libgeoclue-0.dll,\program files\gimp 2\32\bin,libgeoclue-0,dll,,4,12,1,0,0,0
\program files (x86)\dropbox\client\<version>\assets\tilesmall.scale-150.png,\program files (x86)\dropbox\client\<version>\assets,tilesmall.scale-150,png,,5,19,1,0,0,0
\users\<username>\documents\budget_2023.xlsx,\users\<username>\documents,budget_2023,xlsx,,3,11,1,0,0,0
\program files (x86)\dropbox\client\<version>\assets\backup.targetsize-128.png,\program files (x86)\dropbox\client\<version>\assets,backup.targetsize-128,png,,5,21,1,0,0,0
\program files\libreoffice\help\media\helpimg\starmath\fo21611.svg,\program files\libreoffice\help\media\helpimg\starmath,fo21611,svg,,6,7,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1466_for_kb4558998~31bf3856ad364e35~amd64~~10.0.1.9.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1466_for_kb4558998~31bf3856ad364e35~amd64~~10.0.1.9,cat,,4,59,0,0,0,0
\program files\videolan\vlc\plugins\control\libdummy_plugin.dll,\program files\videolan\vlc\plugins\control,libdummy_plugin,dll,,5,15,1,0,0,0
\program files (x86)\python313-32\doc\html\library\code.html,\program files (x86)\python313-32\doc\html\library,code,html,,5,4,1,0,0,0
\program files\blender foundation\blender <version>\<version>\scripts\addons_core\cycles\source\kernel\bvh\volume.h,\program files\blender foundation\blender <version>\<version>\scripts\addons_core\cycles\source\kernel\bvh,volume,h,,10,6,0,0,0,0
\users\<username>\documents\backup_09_2023.zip:zone.identifier,\users\<username>\documents,backup_09_2023,zip,zone.identifier,3,14,1,0,1,0
\windows\winsxs\amd64_microsoft-windows-hvsi-manager_31bf3856ad364e35_<version>_none_5dc967ed04128639\r\hvsimgrps.dll,\windows\winsxs\amd64_microsoft-windows-hvsi-manager_31bf3856ad364e35_<version>_none_5dc967ed04128639\r,hvsimgrps,dll,,4,9,1,0,0,0
\windows\syswow64\basecsp.dll,\windows\syswow64,basecsp,dll,,2,7,1,0,0,0
\program files\inkscape\share\inkscape\icons\hicolor\scalable\actions\preferences-system.svg,\program files\inkscape\share\inkscape\icons\hicolor\scalable\actions,preferences-system,svg,,8,18,0,0,0,0
\program files\opera\<version>\opera.pak,\program files\opera\<version>,opera,pak,,3,5,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-deployment-services-deployment-server-opt-merged-package~31bf3856ad364e35~amd64~~10.0.26100.1591.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-deployment-services-deployment-server-opt-merged-package~31bf3856ad364e35~amd64~~10.0.26100.1591,cat,,4,114,0,0,0,0
\program files\libreoffice\help\media\icon-themes\svx\res\symphony\spacing_normal_s.svg,\program files\libreoffice\help\media\icon-themes\svx\res\symphony,spacing_normal_s,svg,,8,16,0,0,0,0
\users\<username>\downloads\03_new_mission_and_core_values_2023_confidential.pdf.lnk,\users\<username>\downloads,03_new_mission_and_core_values_2023_confidential.pdf,lnk,,3,52,0,1,0,1
\sjinad\index.jsp,\sjinad,index,jsp,,1,5,0,0,0,1
\program files\zoom\resources\emojis\1f9d9-1f3fd-2642.svg,\program files\zoom\resources\emojis,1f9d9-1f3fd-2642,svg,,4,16,0,0,0,0
\program files\microsoft office\root\office16\forms\1033\remote.cfg,\program files\microsoft office\root\office16\forms\1033,remote,cfg,,6,6,0,0,0,0
\windows\syswow64\systemsettings.datamodel.dll,\windows\syswow64,systemsettings.datamodel,dll,,2,24,1,0,0,0
\program files\microsoft vs code\resources\app\node_modules\napi-build-utils\package.json,\program files\microsoft vs code\resources\app\node_modules\napi-build-utils,package,json,,6,7,0,0,0,0
\users\<username>\desktop\podcast_episode_11_2023.mp3:zone.identifier,\users\<username>\desktop,podcast_episode_11_2023,mp3,zone.identifier,3,23,1,0,1,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-wmi-snmp-provider-package~31bf3856ad364e35~amd64~en-us~10.0.14393.0.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-wmi-snmp-provider-package~31bf3856ad364e35~amd64~en-us~10.0.14393.0,cat,,4,85,0,0,0,0
\program files (x86)\glary utilities\skins\default\uninstaller\recent.png,\program files (x86)\glary utilities\skins\default\uninstaller,recent,png,,5,6,1,0,0,0
\program files\microsoft office\root\office16\pubwiz\dgchkbrd.dpv,\program files\microsoft office\root\office16\pubwiz,dgchkbrd,dpv,,5,8,0,0,0,0
\program files\libreoffice\program\python-core-<version>\lib\lib2to3\fixes\fix_imports2.py,\program files\libreoffice\program\python-core-<version>\lib\lib2to3\fixes,fix_imports2,py,,7,12,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-onecore-containers-package~31bf3856ad364e35~amd64~~10.0.19041.1566.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-onecore-containers-package~31bf3856ad364e35~amd64~~10.0.19041.1566,cat,,4,76,0,0,0,0
\system32\dnscache.dat,\system32,dnscache,dat,,1,8,0,0,0,1
\windows\syswow64\windowspowershell\v<version>\system.memory.dll,\windows\syswow64\windowspowershell\v<version>,system.memory,dll,,4,13,1,0,0,0
\windows\winsxs\catalogs\2b1ee2bcb340cd4515c7cb808c71275d8ae6130ccb1f7e01efab9e8d48de0245.cat,\windows\winsxs\catalogs,2b1ee2bcb340cd4515c7cb808c71275d8ae6130ccb1f7e01efab9e8d48de0245,cat,,3,64,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_<version>_none_506c7c411f51b349\scoobewelcome-main.html,\windows\winsxs\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_<version>_none_506c7c411f51b349,scoobewelcome-main,html,,3,18,1,0,0,0
\program files\krita (x64)\bin\locale\kk\lc_messages\kcompletion5_qt.qm,\program files\krita (x64)\bin\locale\kk\lc_messages,kcompletion5_qt,qm,,6,15,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-grouppolicy-servertools-package-net~31bf3856ad364e35~amd64~~10.0.20348.1.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-grouppolicy-servertools-package-net~31bf3856ad364e35~amd64~~10.0.20348.1,cat,,4,90,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-networkcontroller-hostagents-package~31bf3856ad364e35~amd64~~10.0.20348.380.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-networkcontroller-hostagents-package~31bf3856ad364e35~amd64~~10.0.20348.380,cat,,4,93,0,0,0,0
